Drug name	Drug number	Line number	Advice Text	AdviceTag1	AdviceTag2	AdviceTag3	AdviceTag4	Medication	Food	Activity	Exercise	Disease
Pamelor	107	76	"The risk of QT prolongation may be increased if you have certain medical conditions or are taking other drugs that may cause QT prolongation. Before using nortriptyline, tell your doctor or pharmacist of all the drugs you take and if you have any of the following conditions: certain heart problems (heart failure, slow heartbeat, QT prolongation in the EKG), family history of certain heart problems (QT prolongation in the EKG, sudden cardiac death)."	Disease or symptom related	Other drugs related							
Pamelor	107	78	"Low levels of potassium or magnesium in the blood may also increase your risk of QT prolongation. This risk may increase if you use certain drugs (such as diuretics/""water pills"") or if you have conditions such as severe sweating, diarrhea, or vomiting."	Disease or symptom related	Other drugs related			diuretics; water pills				severe sweating; diarrhea;vomiting;
Pamelor	107	81	"This drug may make you drowsy or dizzy or cause blurred vision. Do not drive, use machinery, or do any activity that requires alertness or clear vision until you are sure you can perform such activities safely."	Activity or lifestyle related						drive; use machinery;do any activity that requires alertness or clear vision		
Pamelor	107	83	Limit alcoholic beverages.	Food or beverage related					alcoholic beverages; alcohol; 			
Pamelor	107	85	"This medication may make you more sensitive to the sun. Avoid prolonged sun exposure, tanning booths, and sunlamps. Use a sunscreen and wear protective clothing when outdoors."	Activity or lifestyle related						sun exposure; tanning booths; sunlamps;		
Pamelor	107	88	"The liquid form of this medication may contain alcohol. Caution is advised if you have diabetes, alcohol dependence, liver disease, or any other condition that requires you to limit/avoid alcohol in your diet."	Food or beverage related	Disease or symptom related				alcohol			diabetes; alcohol dependence; liver disease;any other condition that requires you to limit;avoid alcohol in your diet;
Pamelor	107	95	"During pregnancy, this medication should be used only when clearly needed. Since untreated mental/mood problems (such as depression, anxiety, panic disorder) can be a serious condition, do not stop using this medication unless directed by your doctor."	Pregnancy related								
Pamelor	107	97	"If you are planning pregnancy, become pregnant, or think you may be pregnant, immediately discuss with your doctor the benefits and risks of using this medication during pregnancy."	Pregnancy related								
Pamelor	107	98	This medication passes into breast milk and may have undesirable effects on a nursing infant. Consult your doctor before breast-feeding.	Pregnancy related								
Pamelor	107	104	"Some products that may interact with this drug include: arbutamine, ""blood thinners"" (such as warfarin), disulfiram, thyroid supplements, anticholinergic drugs (such as benztropine, belladonna alkaloids), certain drugs for high blood pressure (drugs that work in the brain such as clonidine, guanabenz, reserpine)."	Other drugs related	Disease or symptom related			arbutamine; blood thinners ; warfarin; disulfiram; thyroid supplements; anticholinergic drugs ; benztropine; belladonna alkaloids; 				high blood pressure ;drugs that work in the brain ; clonidine; guanabenz; reserpine;
Pamelor	107	105	"Taking MAO inhibitors with this medication may cause a serious (possibly fatal) drug interaction. Avoid taking MAO inhibitors (isocarboxazid, linezolid, methylene blue, moclobemide, phenelzine, procarbazine, rasagiline, selegiline, tranylcypromine) during treatment with this medication. Most MAO inhibitors should also not be taken for two weeks before and after treatment with this medication."	Other drugs related	Temporal	Drug administration related		MAO inhibitors ;isocarboxazid; linezolid; methylene blue; moclobemide; phenelzine; procarbazine; rasagiline; selegiline; tranylcypromine;				
Pamelor	107	109	"The risk of serotonin syndrome/toxicity increases if you are also taking other drugs that increase serotonin. Examples include street drugs such as MDMA/""ecstasy,"" St. John's wort, certain antidepressants (including SSRIs such as fluoxetine/paroxetine, SNRIs such as duloxetine/venlafaxine), among others."	Disease or symptom related	Other drugs related			MDMA; ecstasy; St. John's wort;  antidepressants ; SSRIs ; fluoxetine; paroxetine; SNRIs ; duloxetine; venlafaxine; ;				
Pamelor	107	116	"Many drugs besides nortriptyline may affect the heart rhythm (QT prolongation in the EKG), including amiodarone, cisapride, dofetilide, pimozide, procainamide, quinidine, sotalol, macrolide antibiotics (such as erythromycin), among others. Therefore, before using nortriptyline, report all medications you are currently using to your doctor or pharmacist."	Other drugs related				amiodarone; cisapride; dofetilide; pimozide; procainamide; quinidine; sotalol; macrolide antibiotics ; erythromycin; ;				
Pamelor	107	118	"Tell your doctor or pharmacist if you are taking other products that cause drowsiness, including alcohol, antihistamines (such as cetirizine, diphenhydramine), drugs for sleep or anxiety (such as alprazolam, diazepam, zolpidem), muscle relaxants, and narcotic pain relievers (such as codeine)."	Other drugs related	Food or beverage related	Disease or symptom related		antihistamines ; cetirizine; diphenhydramine; drugs for sleep or anxiety ; alprazolam; diazepam; zolpidem; muscle relaxants; narcotic pain relievers ; codeine;				
Pamelor	107	122	Do not use medications containing amitriptyline while using nortriptyline.	Other drugs related				amitriptyline				
pantoprazole	108	18	"Take this medication by mouth as directed by your doctor, usually once daily."	Drug administration related	Temporal							
pantoprazole	108	20	"If you are taking the tablets, you may take them with or without food."	Food or beverage related	Drug administration related							
pantoprazole	108	24	"If you are taking the granules, take your dose 30 minutes before a meal. To take it by mouth, open the packet and mix the granules in applesauce or apple juice. Do not mix with other foods or liquids."	Drug administration related	Temporal	Food or beverage related			liquids; fluids; 			
pantoprazole	108	35	"If you are also taking sucralfate, take pantoprazole at least 30 minutes before sucralfate."	Other drugs related	Temporal	Drug administration related						
pantoprazole	108	37	"To help you remember, take it at the same time each day."	Drug administration related	Temporal							
pantoprazole	108	50	"Rarely, proton pump inhibitors (such as pantoprazole) have caused vitamin B-12 deficiency. The risk is increased if they are taken every day for a long time (3 years or longer). Tell your doctor right away if you develop symptoms of vitamin B-12 deficiency (such as unusual weakness, sore tongue, or numbness/tingling of the hands/feet)."	Other drugs related		Disease or symptom related		proton pump inhibitors ; pantoprazole;				vitamin B-12 deficiency; unusual weakness; sore tongue;numbness;tingling of the hands;feet;
pantoprazole	108	70	"Proton pump inhibitors (such as pantoprazole) may increase your risk for bone fractures, especially with longer use, higher doses, and in older adults. Talk with your doctor or pharmacist about ways to prevent bone loss/fracture, such as by taking calcium (such as calcium citrate) and vitamin D supplements."	Disease or symptom related	Other drugs related			calcium ; calcium citrate; and vitamin D supplements;				bone loss;fracture
pantoprazole	108	73	"During pregnancy, this medication should be used only when clearly needed. Discuss the risks and benefits with your doctor."	Pregnancy related								
